ecosystem,habitat,notes,trophic_position,organ,species,genus,species1,phylum,class,order,family,original_study,name_of_data_extractor,study_number,date_data_extracted,data_from,reference,reference_notes,source,common_name,dha,epa,ala,fa_id
Terrestrial,NA,Terrestrial plants,Producer,NA,Ranunculus_arvensis,Ranunculus,arvensis,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,corn buttercup,NA,NA,47.9,3736
Terrestrial,NA,Terrestrial plants,Producer,NA,Ranunculus_repens,Ranunculus,repens,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,creeping buttercup,NA,NA,28.6,3737
Terrestrial,NA,Terrestrial plants,Producer,NA,Ranunculus_sardous,Ranunculus,sardous,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,hairy buttercup,NA,NA,37,3738
Terrestrial,NA,Terrestrial plants,Producer,NA,Reseda_lutea,Reseda,lutea,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,yellow mignonette,NA,NA,4,3739
Terrestrial,NA,Terrestrial plants,Producer,NA,Rhinanthus_alectorolophus,Rhinanthus,alectorolophus,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,rattle,NA,NA,41.5,3740
Terrestrial,NA,Terrestrial plants,Producer,NA,Rumex_acetosa,Rumex,acetosa,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,garden sorrel,NA,NA,1.3,3741
Terrestrial,NA,Terrestrial plants,Producer,NA,Rumex_crispus,Rumex,crispus,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,curled dock,NA,NA,0.9,3742
Terrestrial,NA,Terrestrial plants,Producer,NA,Rumex_crispus,Rumex,crispus,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,curled dock,NA,NA,2,3743
Terrestrial,NA,Terrestrial plants,Producer,NA,Rumex_obtusifolius,Rumex,obtusifolius,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,bitter dock,NA,NA,1.7,3744
Terrestrial,NA,Terrestrial plants,Producer,NA,Scandix_pecten_veneris,Scandix,pecten,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,shepherd's-needle,NA,NA,0.7,3745
Terrestrial,NA,Terrestrial plants,Producer,NA,Senecio_inaequidens,Senecio,inaequidens,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,narrow-leaved ragwort,NA,NA,2.1,3746
Terrestrial,NA,Terrestrial plants,Producer,NA,Senecio_jacobaea,Senecio,jacobaea,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,tansy ragwort,NA,NA,1.2,3747
Terrestrial,NA,Terrestrial plants,Producer,NA,Senecio_vulgaris,Senecio,vulgaris,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,common groundsel,NA,NA,0.4,3748
Terrestrial,NA,Terrestrial plants,Producer,NA,Setaria_pumila,Setaria,pumila,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,yellow foxtail,NA,NA,1.6,3749
Terrestrial,NA,Terrestrial plants,Producer,NA,Setaria_verticillata,Setaria,verticillata,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,bristly foxtail,NA,NA,2.4,3750
Terrestrial,NA,Terrestrial plants,Producer,NA,Setaria_viridis,Setaria,viridis,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,green foxtail,NA,NA,3.6,3751
Terrestrial,NA,Terrestrial plants,Producer,NA,Sherardia_arvensis,Sherardia,arvensis,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,blue field madder,NA,NA,3.5,3752
Terrestrial,NA,Terrestrial plants,Producer,NA,Silene_dioica,Silene,dioica,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,red campion,NA,NA,3.6,3753
Terrestrial,NA,Terrestrial plants,Producer,NA,Silene_latifolia,Silene,latifolia,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,white campion,NA,NA,0.8,3754
Terrestrial,NA,Terrestrial plants,Producer,NA,Sinapis__arvensis,Sinapis,,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,charlock mustard,NA,NA,11.8,3755
Terrestrial,NA,Terrestrial plants,Producer,NA,Sisymbrium__officinale,Sisymbrium,,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,hedge mustard,NA,NA,29.2,3756
Terrestrial,NA,Terrestrial plants,Producer,NA,Solanum_nigrum,Solanum,nigrum,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,black nightshade,NA,NA,1.3,3757
Terrestrial,NA,Terrestrial plants,Producer,NA,Sonchus_asper,Sonchus,asper,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,prickly sow thistle,NA,NA,0.3,3758
Terrestrial,NA,Terrestrial plants,Producer,NA,Sonchus_oleraceus,Sonchus,oleraceus,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,common sowthistle,NA,NA,0.6,3759
Terrestrial,NA,Terrestrial plants,Producer,NA,Spergularia_segetalis,Spergularia,segetalis,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,sandspurry,NA,NA,4.5,3760
Terrestrial,NA,Terrestrial plants,Producer,NA,Stachys_annua,Stachys,annua,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,annual woundwort,NA,NA,1.1,3761
Terrestrial,NA,Terrestrial plants,Producer,NA,Stachys_arvensis,Stachys,arvensis,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,staggerweed,NA,NA,3.7,3762
Terrestrial,NA,Terrestrial plants,Producer,NA,Stellaria_media,Stellaria,media,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,chickenwort,NA,NA,2.1,3763
Terrestrial,NA,Terrestrial plants,Producer,NA,Symphytum_of_cinale,Symphytum,of,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,boneset,NA,NA,0.8,3764
Terrestrial,NA,Terrestrial plants,Producer,NA,Teucrium_botrys,Teucrium,botrys,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,cut-leaved germander,NA,NA,33.5,3765
Terrestrial,NA,Terrestrial plants,Producer,NA,Thlaspi__arvense,Thlaspi,,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,field pennycress,NA,NA,8.2,3766
Terrestrial,NA,Terrestrial plants,Producer,NA,Torilis_arvensis,Torilis,arvensis,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,spreading hedge parsley,NA,NA,0.2,3767
Terrestrial,NA,Terrestrial plants,Producer,NA,Torilis_nodosa,Torilis,nodosa,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,knotted hedgeparsley,NA,NA,0.4,3768
Terrestrial,NA,Terrestrial plants,Producer,NA,Trifolium_pratense,Trifolium,pratense,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,red clover,NA,NA,5.7,3769
Terrestrial,NA,Terrestrial plants,Producer,NA,Urtica_urens,Urtica,urens,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,small nettle,NA,NA,0.5,3770
Terrestrial,NA,Terrestrial plants,Producer,NA,Valerianella_locusta,Valerianella,locusta,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,corn salad,NA,NA,1.3,3771
Terrestrial,NA,Terrestrial plants,Producer,NA,Verbascum_nigrum,Verbascum,nigrum,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,black mullein,NA,NA,0.7,3772
Terrestrial,NA,Terrestrial plants,Producer,NA,Verbascum_thapsus,Verbascum,thapsus,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,great mullein,NA,NA,0.8,3773
Terrestrial,NA,Terrestrial plants,Producer,NA,Verbena_officinalis,Verbena,officinalis,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,holy herb,NA,NA,54.1,3774
Terrestrial,NA,Terrestrial plants,Producer,NA,Veronica_arvensis,Veronica,arvensis,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,corn speedwell,NA,NA,0.1,3775
Terrestrial,NA,Terrestrial plants,Producer,NA,Veronica_hederifolia,Veronica,hederifolia,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,ivy-leaved speedwell,NA,NA,4.2,3776
Terrestrial,NA,Terrestrial plants,Producer,NA,Veronica_persica,Veronica,persica,NA,NA,NA,NA,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,"Bretagnolle, F., Matejicek, A., Grégoire, S., Reboud, X., & Gaba, S. (2016). Determination of fatty acids content, global antioxidant activity and energy value of weed seeds from agricultural fields in France. Weed Research, 56(1), 78-95.",,NA,bird-eye speedwell,NA,NA,0.3,3777
